userName,content,score
Wisnu Dewandono,"Disuruh update versi terbaru tp malah lemoott parah, susah masuknya. TOLONG SEGERA DIPERBAIKI BIAR GA LEMOTT!!!",1
Hwang Rae in,"Diperbaharui malah lemot bgtt, mending yang dulu .",1
Chandra Suharta,"ohh ini problemnya juga sama ya loading lama bangett, kirain jaringan saya lagi jelek padahal 4G+ tau gini gausah ada update",1
AMBROSIUS JUANG,Aplikasi yang biasa kita gunakan lebih baik dari pada yg sekarang karena disaat saya login saja itu sangat sulit untuk masuk ke menu utama saya,1
Dimas Prastya,"Setelah update kok malah error ya, ni apk bikin emosi",2
Zahira Dirly,Gila bukan nyah bagus diperbaruin. Malah jelek banget mending aplikasi lama engak lemot mecem yang sekarang,5
GT Tech,"Gimana ni , biasanya utk segala transaksi lancar , tapi setelah di upgrade kok malah gak bisa , lemot lagi .",4
Isnaeni Sucisafitri,Login nya susah.. Bagusan yang sebelum nya,1
Eronicx Lady,Kenapa update susah login y?,1
Saepuloh Mpung,Versi baru loading lamaaa,1
Pendra Arian,"Pas di update kok malah nggak bisa di buka,sekali bisa lemot banget, tolong di perbaiki lagi biar nasabahnya nyaman",1
Pengguna Google,kenapa (error_ID:29) tolong bantuanya,2
Arivin HD,"Bangke abis di update malah ga bisa di pake, login ga bisa lemotnya minta aaampun, paadahl jaringan kenceng buat yuotube lancar",1
Aska nine,Abis di update Knp malah gak bs di buka ya. . Gimana si aplikasi nya Kalo blm bs update Jgan kasih update. . Nyusahin nasabah tau gak,2
BoNz Rush,"koq jadi susah login ya ? , update bknya jd lebi simple mala jd ribet dan berat app nya",3
Taufan Anugrah,"Saya udah update ke octo mobile yg terbaru, tapi buat login aja susah masuk nya, pas udah login mau lihat isi rekening aja mutar² trus susah kebuka ny.. Tolong lah di perbaiki",2
Yudha Catur,Update terbaru nya gagal tidak berfungsi dengan baik,1
TPGaming,Versi baru bukanya lebih cepat akses dan baik perbaikannya. Malah cuman muter2 loding kaga jelas dari pagi sampai siang. NYESEL PAKAI OCTO,1
Darsono Tumanggor,Versi terbaru jelek dan sangat lelet. Ini mah downgrade bestie,1
Oxi Geovani Channel,"Habisnupdate malah kaya taii, gabisa login. Cuaakkkss",1
Anak Sultan,"Di perbaharui malah banyak bug nya, ga bisa masuk sama sekali, keluar sendiri",1
Carles Joel Siregar,Makin kesini kok makin susah ya untuk login saja,3
Muhammad Ridwan,Waduh parah semenjak di upgrade jadi susah transaksi semua nya min kode otp pun susah ini gimna nih pihak okto mobile harus di upgrade jadi lebih mudah ini malah tambah susah,1
safi'i bokir,Bukanya di perbaharui jadi bagus malah jadi lelet,1
Wahyudi David,"Dari tadi login susah banget, error' Mulu, niat gak ini bank🤬🤬🤬",1
Agung Bandawangi,Jadi lemot apk nya,1
Rega Ananta,Saya tidak bisa login setelah aplikasi minta di perbarui !,1
Daniel Yohanes Madjan SKom MPd,"Hari ini saya update aplikasi, hasilnya langsung Hank dan error' massage CD error' id 30....tidak bisa digunakan",4
Toniie Adachihara,Pembaruan malah tambah parah lemoot juga,1
henra siregar,"Aplikasi makin di perbaharui makin gak jelas, dari pagi login muter mulu , ganti WiFi, jaringan seluler tetap muter",1
redknafyosep897@gmail.com yosep,apa sedang ganguan lagi ini cimb ko saya gak bisa login sudah diufdate juga ini gimana gak bisa masuk,5
Adam Maliks (Aden),Aplikasi sudah terbaru tapi loading setengah mati,1
Ipeh Radit Cennel Syahrifah,"Login lama banget, buka menu Lelet parahhhhhhhh",1
Venanf Dedy,Aplikasi ini gak buka2 kebanyakan loading.. Enakan aplikasi yg lama,1
Dicky Faqtoni,Setelah di update kenapa malah tidak bisa ya??? Saya ada keperluan urgent lho ini,3
mochamad ishaq,"Aplikasi gak guna, lelet sama sekali",1
Lutvi jessi,"Makin kesini makin susah aj gunta ganti tema Mulu mana lama gabisa"" login",1
nugraha purnama,"Update yg terbaru ini masih Berat untuk login, loading terus padahal sinyal internet sangat baik.",4
Ahmad Fauzi,Semenjak di upgrade jadi makin lemot untuk loginya,1
muhamad risky,Setelah di update malah gak bisa login.tekeluar trs,1
Reza Fauzzan M,semenjak upgrade jadi lemotttttt,1
NUR SIDIK,"Minta di perbarui versi aplikasi nya, setelah di perbarui malah tidak bisa login Sudah 2x gagal login,mau ulangi 1x lagi takut malah keblokir",1
gessy mirja,"Baru update tampilan baru, tapi menutup terus",3
Abdul Lathiif,"Diupdate malah bug terus, nyusahin, klo blm siap update jgn update",3
Fajar Insani,Aplikasi ngebug,3
afrizal pambudi,Loding terus,1
popok online,"Hbis update apikasi,malah tidak bisa login... Aplikasi keluar sendiri .",1
Husni Mubarok,"apk octo yang baru berat kembalikan aja ke versi yang lama, walau simple gak ada game tapi ringan, kalo yang baru ini muter2 terus tidak bisa login, sidik jari hilang padahal aku selalu login pakai sidik jari dan id lupa, tolong diperbaiki ntar saya kasih rating 5 lagi",1
Virandy tak tertandingi,Kenapa abis di update versinya jadi tambah lemot banget sih,1
Bali Jewel,Pembaharuan bukan nya tambah baik malah makin buruk. Loading mulu app crash. Padahal ini buru2 mau transaksi. Dari pagi nungguin eror mulu. Ngga aplikasi ngga di Teller sama saja pelayanan BURUK!!!,1
Harry Fitriadi (Aphiet),"Aplikase bangke udh di update malah ga bisa login, nelp call center cm ngobrol ama robot yg nyuruh nunggu abis 10rebu lebih. Jangan pernah di update atau anda kehilangan waktu anda",1
Dwipa Pranata,Pake acara eror segala Update malah eror Login rumit,1
Widi Fauzia,Sudah ganti versi malah lemot banget nunggu lama masuk gagal trus gmna,1
Muhammad Fajri,"Nih rating kalo bisa setengah² dah, update bkn ngemudahin malah usahain kalo bkn krna payroll kantor ogah make cimb",1
Danu Prasetiyo,Aplikasi sangat buruk setelah di perbarui malahan tidak bisa masuk ke aplikasi'y dan sangat lemot sekali,2
Dapot Saut Situmorang,Upgrade malah makin lemot bukannya makin simple malah jadi ribet,1
Hanya ToysTube,Di update malah makin lemot aplikasinya,3
Mr ShinChan,Habis ada pembaruan kenapa eror ini aplikasi.. Payah dah. Aplikasi dibuka malah mental balik. Perbaikan apanya min?,1
Septian Syah,"Aplikasi tidak bisa login setelah update.. berat bgt apk nya, team develop nya tolong segera di perbaiki, kalau begini nasabah akan banyak tutup tabungan.",1
asnadn borneng,Kenapa di update ke versi baru jadi lemotnya minta ampun... Minta log in2 Terus... Gak usah di update kalo memperumit... HAisssssss,1
Murcahya Rini,"G ngerti ini aplikasi g bs di buka,mau transaksi jg repot",4
Rizal Choirur,Update malah lemot...cuk. Mending versi yang lama.,2
fariez marcello,Ini pembaruan tampilan mau login malah ga bisa. Gimana? Tidak dapat di proses,1
nasib limbong,Setelah update login nya jadi ga bisa,1
I Wawan,Mau beli paket kuota smartfren ga bisa padahal menu nya ada di bilang nomer tidak valid apk kurang bagus dan berat!!!! di perbarui kirain mlh ringan dn cepat boro' login aja susah,1
Evi Kartini,"knpa kok tambh lemot , mau masuk aja susah bangt nunggu bermenit"" . gak cocok buat byr pkk qris",1
Ardan Agus setiawan,"Setelah diperbarui malah keluar² sendiri, sulit juga untuk log in…",1
azhar hafifi,kenapa setelah update log in nya susah sekali,1
Hermanto Hermanto,Parah sangat parah login gabisa bisa ada sisa dana 50k malah hilang parah banget asli parah mengecewakan pelanggan sangat mengecewakan maintenance dari jam 8 malam bilang sampai jam 10 siang sampai hari ini pun gbisa login mending versi kemarin lbh baik dari pada versi ini sangat menjengkelkan sekali...,1
Elva Triyani,Sudah di update tp tdk bisa buat transaksi 👎👎👎👎👎,1
rizal suseno,Setelah update tidak bisa login. Matangkan dulu baru buat sistem update. Sekarang user sudah harus update aplikasi tapi malah gak bisa login.,1
Priyono Yono,Setelah di upgret malah susah login..muter2 egak jelas..suruh login lagi parah Maaf saya kasih bintang 1,1
F_A_N_D_I_A_Z,Makin kesini makin ribet,1
Elipranoto Silolo,Cuma mau cek saldo terputar2 Loading lama skali.... ini aplikasi apaan??... mau tu2p rekening saja.... menyusahkn,2
Ibu Made,"APLIKASI SAMPAH, SETELAH DIUPDATE KE VERSI 3.0 MALAH CRASH TERUS DAN SAYA GABISA LOGIN. SAYA DARI KEMARIN SORE MAU TRANSAKSI PENTING VIA MOBILE JADI GABISA BISA KARENA UANG SAYA DI BANK NIAGA",1
Muhammad Fajar shidiq,Jelek ga jadi ngasih bintang 2 satu aja cukup lola banget loading LAMA,1
Rizal Adi,"Aplikasinya makin gak jelas , sinyal baguss tapi buat masukk gakk bisa"" Tolong di perbarui lagii boss buat aplikasinya",1
Ade Satu,Kok jdi gak bisa di buka setelah updet,5
Topik Hidayat,Habis update jadi susah login 👎👎👎,1
Sam Sudin,Setelah update malah tidak bisa digunakan. Buat log in saja susah sekali,1
Fadhilah Azumah,"Payah setelah di-update, malah gak bisa login",1
Nuril Amrullah,Setelah di update tidak bisa digunakan,1
Toto Iswanto,Semenjak update ga bisa untuk login dari tadi sangat mengecewakan!!!,1
Ryan LoKka,Applikasi semakin buruk setelah pembaruan. Login tidak bisa,1
Natasya Maulidiya,Payah nih cimb okto mobile setelah di perbaharui malah susah masuk mau melakukan transaksi juga bikin jengkel,1
Wildan Saputra,Ribet,4
Fauzi dochi,Di perbarui malah tambah lemot ngak jelas jadinya payah lahhh jadi males pake octo,3
Bandu Priantono,"Oy, updatean terbaru berat bgt, kg mikir user yg hp nya jelek ya. Udh susah login nya, finger nya dah kg ada, mending balik lgi ke yg lama. Friendly",1
Pandu Prawira,"Hari ini baru update Apps, malah gak bisa login😔",1
Mulki Nugraha,"Setelah di update kenapa makin susah buat login eror lah segala macem, padahal sinyal bagus.",1
Acim Karawang,Kl aplikasi blm siap pakai mndingan disimpen dulu biar mateng duluuuu. . bikin emosi aja,1
May sharoh,Aplikasi lemot parah setelah diperbaharui,1
Riyo Seftiawan,Setelah di perbaruhi malah jadi lemot,1
aziz rafsyanzani,"Abis di update malah ga jelas, jadi ga bisa login. Padahal jaringan bagus. Malah makin parah semenjak update heran dh,dimana mana aplikasih di update biar lebih bagus ini di update malah makin bobrok",1
Henki Resumana,Lemot nya ga tahan,2
Muhammad Raihan Hadid,"apk gajelas, ngelag, padahal sinyal bagus. jelek lah pokoknya mending pake yg lain",1
Tyan Kacar,Habis di perabarui malah gak bisa login.,1
Aris RF,"Sesudah upgrade dgn apk terbaru jadi error,ga bisa kebuka Apk selalu berhenti",2
theresia apriningtiyas,"setelah di update kenapa jadi susah login dan susah di akses, jadi lemot banget. mohon diperbaiki",1
Filansa Akbar,"Saya login,, permintaan tidak dapat di proses teros",1
Exwan Udin,Apliaksi muter2 doang ini niat melayani apa tidak . Aplikasi sama sekali gak berfungsi bikin pelanggan kecewa,1
Home Audio Project,"Setelah update tidak bisa digunaka login , swtiap kali login aplikasi berhenti, android 10",1
AJAY DEV GAN,"update terbaru layanan m banking octo mobile lemot, loading lama pas login, padahal yang Sebelum update lancar aja",1
Agus Windarko,Tolong untuk di perbaiki app nya.Setelah update jadi susah log in dan sering FC,4
Virgo Satria,"di update malahan gak bisa dipakai, katanya ada aplikasi anydesk. udah dihapus any desknya juga gak bs, coba di hp lain force close..mohon pengembang perhatikan hal ini",1
HARIS PATRIANSYAH,Hampir semua penilaian rating tidak baik. Lebih baik diganti seperti UPGRADE Sebelumnya. Tolong gomobile diperbaiki secepatnya dengan sistem normal kembali.jangan lemot seperti ini. Karna orang butuh utk transaksi pembayaran. Telat pembayaran bisa jadi masalah denda loh. 🙏🙏,1
Derry Wardanu,Lah malah gabisa login,2
Rudy Rakev,Update malah ga bisa di buka dan logout sendiri..padahal yg versi lama cuma di awal aja pas fingerprint muter2 agak lama knp yg terbaru malah ga bisa2 masuk ya..,1
Darul Amirulloh,"Aplikasi update jadi gabisa dibuka, alias nge bug.. Mohon diperbaiki, jadi susah transaksi",3
yusuf outer,Update aplikasi malah eror dan tidak bisa jalankan aplikasi,1
Lukman Bigstone,"Setelah update aplikasi jadi sangat lambat dan tidak bisa terbuka hanya loading dan loading. Apalagi saya yang buat rekeningnya dari aplikasi, jadi was was karena gak ada buku tabungan. Lebih baik pindah ke bank lain.",1
Aldi Saputra,Ngeleg setelah update,1
Lare Ndukuh,Di update makin parah lemotnya,1
Purchasing Urecel Jepara,Tidak bisa login.,1
Ahmad Bilal,"Udh di update malah kga bisa masuk sama kg bisa masuk lewat fingerd, benerin lh aplikasinya",1
Yudi Dwitama,Apa apaan ini update tampilan baru malah jadi lelet mau lihat rekening loading nya lama banget!!! Balikin tampilannya seperti dulu!!!,1
Dony Saputro,Biar di baca aja tolong di perbaiki masak mau login aja susah giliran masuk lemotnya setengah mati... Pembaruan apa apaan ini.. Udah enak versi lama malah di bikin ribet gak jelas,5
Iwan Styobudi,Habis update malah jd error masa sekelas bank masih ad bug general error.,2
abeng p,Gmna ceritanya diupdate malah jadi lemot,2
Wahyu Blackheart88,Updatenya malah berat bgt device-nya..,1
sally rustandi,"update sih update, fitur finggerscan nya jadi ga ada, jadi susah login lagi, mana no nya udah ga di pake lagi, ah membosankan kalo harus bolak balik ke bank .... terima kasih buat 5 tahun ini, mungkin udah waktunya untuk beralih bank",1
Benny Aditya,"Versi baru malah ga bs masuk, bikin repot orang aja",1
Mila Lestari,susah banget mau login lama bangetttt pdhl baru diperbaruiiii..lgi urgent malah susahh masuk,1
Dj oren,"Kenapa setelah di perbarui lemot padahal sinyal kuat , mending kayak dulu aja lebih simpel",1
Aji Rusmansyah,Habis pembaharuan jd lemot dan menu tdk flexible seperti sblm pemeliharaan dan pembaharuan..,2
Didin Nurdin,Loading nya lama cape nunggu harus berjam jam,1
Endemiq Barbershop,"Setelah di upgrade malah gk bisa dibuka, aplikasi keluar terus",1
Aprizal Rizal,"Habis update new octo mobile malah gk bs login dan selalu crash aplikasinya..posisi device samsung s23Ultra, dengan android 13 ,,plisss ASAP update developernya!!!!!!",1
Ayub Chaniago,Kenapa. Jadi. Lemot bgt di update.,2
Sutrisna Trisna,Setelah di update octo mobile saya ke blokir.. Cara login pun membuat susah dan sangat sudah untuk nasabah... Sangat kecewa dengan updatenya,1
Anime senpai,"Ini knp setelah diupdate gk bisa login min. Tiap isi user id selalu muncul kata ""aplikasi berhenti"" trs keluar sendiri, klo gini loginnya gmn? Mending gk usah di update klo gini",1
Asiong Gaming,Mangkin update mangkin parah login pun tidak bisa,1
rizky aribowo,Enakan yg dulu di ganti malah bikin ribet pemakaian nya Haduhhhhhh.....,1
Amin Cahyono,Setelah di perbarui malah kacau nih aplikasi gmna nih gk bsa buat login lama bnget .masak tiap transaksi harus login muluk Uda bsa login malah eror gmna nih,1
Ricky Widianto,"Abis di perbarui malah bug terus, aplikasi tidak bisa di gunakan, setiap mau login langsung otomatis keluar aplikasi terus, gimana sih",1
Abdullah Djawas85,Aplikasi buat sial aja.. Stelah di apdate malah tidak bisa di gunakan Dan selallu keluar sendiri,1
abdullah Al Khan,Ga bisa login setelah update aneh,2
Lutfi Kusuma,"Setelah di perbarui,aplikasinya ngebug mulu",3
Panca Rama Saputra,KECEWA DENGAN TAMPILAN BARU BANGKE....BIKIN TERHAMBAT CEK MBKING... KECEWA,1
Odik Tea,Aplikasi gagal...,1
Feri Show,"Sumpah makin parah ini aplikasi Sebelum ada update aja udah susah ini setelah update malah makin parah Login aja setengah mati masuknya Tolonglah di permudah lagi Apa""n Octo ini woi , ga bs login terus",1
Winda Oyku,"Gak jelas suruh perbrui,udh di perbarui malah loading mulu gak bisa ngapa ngapain",1
Dodi Irawan,"Ga jelas ni aplikasi,",1
Ima Muslimah,Kenapa sekarang lemot banget ya app nya 😭😭😭😭,1
Aam_Kabez TV,Sudah di update jadi sangat buruk,1
Quraena Ibrasya,Aplikasi yg belum siap pakai tapi sudah di launching. Bikin susah orang.,1
Amir Paripurna,Smakin lelet aja apdte versi baru,1
Rizky Chandra,Login tidak mendukung pakai wifi,1
Hery Satria Wibawa,Sehabis update malah jadi lemot,1
Diana maul,Bikin lama gaka ada fitur log out,1
Yudi anto,Nyesel update malah lebih buruk. Tulisannya sudah dikirim pascode padahal gak ada. Sampai diulang berkali kali😡,1
anisaasyifa Anis,Top,5
azen 29,Kenapa ngk bisa login padahal user id udah bener....enak yang kemaren,2
85,"Apaan coba? update baru malah dipersulit. saya sudah gunakan aplikasi diperangkat itu,kok malah disuruh gunakan perangkat lain? loading lama,eror pula! coba pake perangkat lain,kode otp tak kunjung datang. coba lagi eror coba lagi eror. Aplikasi apaan? saya sudah nyaman dengan versi sebelumnya. kalau bisa mudah ngapain dibuat sulit sih. Bangke!!!",1
Herlina Dina,Login aja susah.. knp di hp saya android 7 ga bs di pke.. p8ndah hp mlah lemot,1
noonatepy STEPHANIE CHRISTY DOERLEBEN,Habis update jadi super lemot. Mb nya makin nurun sekali.,1
Ari Ransta,Apk ruwet gak kenek gae njokok duwek mari d update sumpek iki duwek wes menipis,1
Priyatna,Sangat burut setelah perbaruan malah gk bisa login,1
Aep Kusumah,"setelah update malah ga bisa dipake, kenapa ini ?",1
Andi Spn,"Aplikasi tidak bisa digunakan, selalu kembali lagi,,🤦🤦🤦🤦",1
rahmat ade,Jadi ga bisa kebuka setelah update malah muter muter bikin pusing,3
rizky Firmansyah,"setelah diperbarui malah gabisa dibuka aplikasi, tolong lah jngn dipersulit gini",1
Hadi Suwito,"Aplikasi gagal udah lemot susah login Padahal saya pengguna lama, ngenes mana ATM sampe 15x ke telen di mesin octo malah mengecewakan",1
Andra Eka,Update nya bikin kesel nasabah.. Tolong evaluasi team CX bagian octomobile nya,5
Junaedi Ajalah,Aplikasinya bobrok yg sekarang parah login lama apa lagi buat isi EWALLET susah Lebih baik yg kemari versi lama,1
Baron 88,Wok,5
Jamal Udin,"parah banget...di update bukan nya tambah bagus,tambah cepet malah tambah lemot,, lama banget bukanya",1
nono aja,aplikasi yng semakin ribet ... saran bikin mudah saja.,1
Bahri Suandi,"Sejak aplikasinya di update, force close terus, aplikasinya malah tambah lemot dan sulit di gunakan,,mau transfer tdk bisa,,tolong diperbaiki lagi aplikasinya,,tampilannya juga lebih bagus dan simple yg sebelumnya",2
